Area,Item,Year,hg/ha_yield,rainfall,pesticides_tonnes,avg_temp_x,avg_temp_y
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2005,69565,1500,127.99,14.26,14.26
Nepal,"Other vegetables, fresh n.e.c.",2005,114211,1500,127.99,14.26,14.26
Nepal,Papayas,2005,140885,1500,127.99,14.26,14.26
Nepal,Peaches and nectarines,2005,68955,1500,127.99,14.26,14.26
Nepal,Pears,2005,118938,1500,127.99,14.26,14.26
Nepal,Persimmons,2005,67121,1500,127.99,14.26,14.26
Nepal,"Pigeon peas, dry",2005,9226,1500,127.99,14.26,14.26
Nepal,Pineapples,2005,142368,1500,127.99,14.26,14.26
Nepal,Plums and sloes,2005,70231,1500,127.99,14.26,14.26
Nepal,Potatoes,2005,118458,1500,127.99,14.26,14.26
Nepal,Rice,2005,27166,1500,127.99,14.26,14.26
Nepal,"Seed cotton, unginned",2005,6000,1500,127.99,14.26,14.26
Nepal,Soya beans,2005,8786,1500,127.99,14.26,14.26
Nepal,Sugar cane,2005,402170,1500,127.99,14.26,14.26
Nepal,"Tangerines, mandarins, clementines",2005,112994,1500,127.99,14.26,14.26
Nepal,Tea leaves,2005,33750,1500,127.99,14.26,14.26
Nepal,Unmanufactured tobacco,2005,10043,1500,127.99,14.26,14.26
Nepal,"Walnuts, in shell",2005,38885,1500,127.99,14.26,14.26
Nepal,Wheat,2005,21344,1500,127.99,14.26,14.26
Nepal,"Almonds, in shell",2006,10000,1500,128.73,14.7,14.7
Nepal,Apples,2006,88730,1500,128.73,14.7,14.7
Nepal,Apricots,2006,67500,1500,128.73,14.7,14.7
Nepal,Areca nuts,2006,19091,1500,128.73,14.7,14.7
Nepal,Bananas,2006,142177,1500,128.73,14.7,14.7
Nepal,Barley,2006,10594,1500,128.73,14.7,14.7
Nepal,"Beans, dry",2006,7750,1500,128.73,14.7,14.7
Nepal,"Broad beans and horse beans, dry",2006,7281,1500,128.73,14.7,14.7
Nepal,Buckwheat,2006,6792,1500,128.73,14.7,14.7
Nepal,Cabbages,2006,219780,1500,128.73,14.7,14.7
Nepal,"Chick peas, dry",2006,8270,1500,128.73,14.7,14.7
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2006,7658,1500,128.73,14.7,14.7
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2006,32108,1500,128.73,14.7,14.7
Nepal,"Coconuts, in shell",2006,20345,1500,128.73,14.7,14.7
Nepal,"Coffee, green",2006,2335,1500,128.73,14.7,14.7
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2006,50000,1500,128.73,14.7,14.7
Nepal,"Ginger, raw",2006,118668,1500,128.73,14.7,14.7
Nepal,Green garlic,2006,68783,1500,128.73,14.7,14.7
Nepal,"Jute, raw or retted",2006,14280,1500,128.73,14.7,14.7
Nepal,Lemons and limes,2006,79997,1500,128.73,14.7,14.7
Nepal,"Lentils, dry",2006,8624,1500,128.73,14.7,14.7
Nepal,Lettuce and chicory,2006,60870,1500,128.73,14.7,14.7
Nepal,Linseed,2006,4741,1500,128.73,14.7,14.7
Nepal,Maize (corn),2006,20382,1500,128.73,14.7,14.7
Nepal,"Mangoes, guavas and mangosteens",2006,81829,1500,128.73,14.7,14.7
Nepal,Millet,2006,11118,1500,128.73,14.7,14.7
Nepal,Mustard seed,2006,7408,1500,128.73,14.7,14.7
Nepal,"Nutmeg, mace, cardamoms, raw",2006,5780,1500,128.73,14.7,14.7
Nepal,Oranges,2006,119483,1500,128.73,14.7,14.7
Nepal,"Other citrus fruit, n.e.c.",2006,79621,1500,128.73,14.7,14.7
Nepal,"Other fruits, n.e.c.",2006,94689,1500,128.73,14.7,14.7
Nepal,Other pulses n.e.c.,2006,8666,1500,128.73,14.7,14.7
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2006,69767,1500,128.73,14.7,14.7
Nepal,"Other vegetables, fresh n.e.c.",2006,115370,1500,128.73,14.7,14.7
Nepal,Papayas,2006,140886,1500,128.73,14.7,14.7
Nepal,Peaches and nectarines,2006,68950,1500,128.73,14.7,14.7
Nepal,Pears,2006,118971,1500,128.73,14.7,14.7
Nepal,Persimmons,2006,67042,1500,128.73,14.7,14.7
Nepal,"Pigeon peas, dry",2006,9218,1500,128.73,14.7,14.7
Nepal,Pineapples,2006,142368,1500,128.73,14.7,14.7
Nepal,Plums and sloes,2006,70237,1500,128.73,14.7,14.7
Nepal,Potatoes,2006,130896,1500,128.73,14.7,14.7
Nepal,Rice,2006,25570,1500,128.73,14.7,14.7
Nepal,"Seed cotton, unginned",2006,9661,1500,128.73,14.7,14.7
Nepal,Soya beans,2006,8909,1500,128.73,14.7,14.7
Nepal,Sugar cane,2006,396818,1500,128.73,14.7,14.7
Nepal,"Tangerines, mandarins, clementines",2006,113258,1500,128.73,14.7,14.7
Nepal,Tea leaves,2006,35598,1500,128.73,14.7,14.7
Nepal,Unmanufactured tobacco,2006,9945,1500,128.73,14.7,14.7
Nepal,"Walnuts, in shell",2006,38961,1500,128.73,14.7,14.7
Nepal,Wheat,2006,20745,1500,128.73,14.7,14.7
Nepal,"Almonds, in shell",2007,10000,1500,344.06,14.59,14.59
Nepal,Apples,2007,89590,1500,344.06,14.59,14.59
Nepal,Apricots,2007,67500,1500,344.06,14.59,14.59
Nepal,Areca nuts,2007,19094,1500,344.06,14.59,14.59
Nepal,Bananas,2007,142322,1500,344.06,14.59,14.59
Nepal,Barley,2007,10644,1500,344.06,14.59,14.59
Nepal,"Beans, dry",2007,7742,1500,344.06,14.59,14.59
Nepal,"Broad beans and horse beans, dry",2007,7396,1500,344.06,14.59,14.59
Nepal,Buckwheat,2007,7429,1500,344.06,14.59,14.59
Nepal,Cabbages,2007,220264,1500,344.06,14.59,14.59
Nepal,"Chick peas, dry",2007,8108,1500,344.06,14.59,14.59
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2007,7785,1500,344.06,14.59,14.59
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2007,32571,1500,344.06,14.59,14.59
Nepal,"Coconuts, in shell",2007,20345,1500,344.06,14.59,14.59
Nepal,"Coffee, green",2007,3297,1500,344.06,14.59,14.59
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2007,50000,1500,344.06,14.59,14.59
Nepal,"Ginger, raw",2007,122000,1500,344.06,14.59,14.59
Nepal,Green garlic,2007,63063,1500,344.06,14.59,14.59
Nepal,"Jute, raw or retted",2007,14340,1500,344.06,14.59,14.59
Nepal,Lemons and limes,2007,83060,1500,344.06,14.59,14.59
Nepal,"Lentils, dry",2007,8706,1500,344.06,14.59,14.59
Nepal,Lettuce and chicory,2007,60000,1500,344.06,14.59,14.59
Nepal,Linseed,2007,5105,1500,344.06,14.59,14.59
Nepal,Maize (corn),2007,20909,1500,344.06,14.59,14.59
Nepal,"Mangoes, guavas and mangosteens",2007,93721,1500,344.06,14.59,14.59
Nepal,Millet,2007,10741,1500,344.06,14.59,14.59
Nepal,Mustard seed,2007,7364,1500,344.06,14.59,14.59
Nepal,"Nutmeg, mace, cardamoms, raw",2007,5799,1500,344.06,14.59,14.59
Nepal,Oranges,2007,119583,1500,344.06,14.59,14.59
Nepal,"Other citrus fruit, n.e.c.",2007,79612,1500,344.06,14.59,14.59
Nepal,"Other fruits, n.e.c.",2007,99852,1500,344.06,14.59,14.59
Nepal,Other pulses n.e.c.,2007,8681,1500,344.06,14.59,14.59
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2007,70408,1500,344.06,14.59,14.59
Nepal,"Other vegetables, fresh n.e.c.",2007,117433,1500,344.06,14.59,14.59
Nepal,Papayas,2007,140893,1500,344.06,14.59,14.59
Nepal,Peaches and nectarines,2007,68956,1500,344.06,14.59,14.59
Nepal,Pears,2007,118988,1500,344.06,14.59,14.59
Nepal,Persimmons,2007,66986,1500,344.06,14.59,14.59
Nepal,"Pigeon peas, dry",2007,9170,1500,344.06,14.59,14.59
Nepal,Pineapples,2007,142368,1500,344.06,14.59,14.59
Nepal,Plums and sloes,2007,70221,1500,344.06,14.59,14.59
Nepal,Potatoes,2007,126568,1500,344.06,14.59,14.59
Nepal,Rice,2007,27750,1500,344.06,14.59,14.59
Nepal,"Seed cotton, unginned",2007,9000,1500,344.06,14.59,14.59
Nepal,Soya beans,2007,9029,1500,344.06,14.59,14.59
Nepal,Sugar cane,2007,406096,1500,344.06,14.59,14.59
Nepal,"Tangerines, mandarins, clementines",2007,113346,1500,344.06,14.59,14.59
Nepal,Tea leaves,2007,40195,1500,344.06,14.59,14.59
Nepal,Unmanufactured tobacco,2007,9703,1500,344.06,14.59,14.59
Nepal,"Walnuts, in shell",2007,39416,1500,344.06,14.59,14.59
Nepal,Wheat,2007,21563,1500,344.06,14.59,14.59
Nepal,"Almonds, in shell",2008,10000,1500,353.43,14.19,14.19
Nepal,Apples,2008,90922,1500,353.43,14.19,14.19
Nepal,Apricots,2008,67500,1500,353.43,14.19,14.19
Nepal,Areca nuts,2008,19060,1500,353.43,14.19,14.19
Nepal,Bananas,2008,153830,1500,353.43,14.19,14.19
Nepal,Barley,2008,10757,1500,353.43,14.19,14.19
Nepal,"Beans, dry",2008,7809,1500,353.43,14.19,14.19
Nepal,"Broad beans and horse beans, dry",2008,6865,1500,353.43,14.19,14.19
Nepal,Buckwheat,2008,7524,1500,353.43,14.19,14.19
Nepal,Cabbages,2008,219780,1500,353.43,14.19,14.19
Nepal,"Chick peas, dry",2008,7923,1500,353.43,14.19,14.19
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2008,7791,1500,353.43,14.19,14.19
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2008,34658,1500,353.43,14.19,14.19
Nepal,"Coconuts, in shell",2008,20345,1500,353.43,14.19,14.19
Nepal,"Coffee, green",2008,3344,1500,353.43,14.19,14.19
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2008,50000,1500,353.43,14.19,14.19
Nepal,"Ginger, raw",2008,115065,1500,353.43,14.19,14.19
Nepal,Green garlic,2008,70011,1500,353.43,14.19,14.19
Nepal,"Jute, raw or retted",2008,14657,1500,353.43,14.19,14.19
Nepal,Lemons and limes,2008,79711,1500,353.43,14.19,14.19
Nepal,"Lentils, dry",2008,8504,1500,353.43,14.19,14.19
Nepal,Lettuce and chicory,2008,61538,1500,353.43,14.19,14.19
Nepal,Linseed,2008,5287,1500,353.43,14.19,14.19
Nepal,Maize (corn),2008,21590,1500,353.43,14.19,14.19
Nepal,"Mangoes, guavas and mangosteens",2008,74918,1500,353.43,14.19,14.19
Nepal,Millet,2008,10964,1500,353.43,14.19,14.19
Nepal,Mustard seed,2008,7447,1500,353.43,14.19,14.19
Nepal,"Nutmeg, mace, cardamoms, raw",2008,5898,1500,353.43,14.19,14.19
Nepal,Oranges,2008,127423,1500,353.43,14.19,14.19
Nepal,"Other citrus fruit, n.e.c.",2008,62336,1500,353.43,14.19,14.19
Nepal,"Other fruits, n.e.c.",2008,99408,1500,353.43,14.19,14.19
Nepal,Other pulses n.e.c.,2008,8561,1500,353.43,14.19,14.19
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2008,70737,1500,353.43,14.19,14.19
Nepal,"Other vegetables, fresh n.e.c.",2008,116000,1500,353.43,14.19,14.19
Nepal,Papayas,2008,140891,1500,353.43,14.19,14.19
Nepal,Peaches and nectarines,2008,68949,1500,353.43,14.19,14.19
Nepal,Pears,2008,118571,1500,353.43,14.19,14.19
Nepal,Persimmons,2008,66974,1500,353.43,14.19,14.19
Nepal,"Pigeon peas, dry",2008,8819,1500,353.43,14.19,14.19
Nepal,Pineapples,2008,142368,1500,353.43,14.19,14.19
Nepal,Plums and sloes,2008,70220,1500,353.43,14.19,14.19
Nepal,Potatoes,2008,131100,1500,353.43,14.19,14.19
Nepal,Rice,2008,29074,1500,353.43,14.19,14.19
Nepal,"Seed cotton, unginned",2008,9200,1500,353.43,14.19,14.19
Nepal,Soya beans,2008,9048,1500,353.43,14.19,14.19
Nepal,Sugar cane,2008,394752,1500,353.43,14.19,14.19
Nepal,"Tangerines, mandarins, clementines",2008,119890,1500,353.43,14.19,14.19
Nepal,Tea leaves,2008,40000,1500,353.43,14.19,14.19
Nepal,Unmanufactured tobacco,2008,9728,1500,353.43,14.19,14.19
Nepal,"Walnuts, in shell",2008,39667,1500,353.43,14.19,14.19
Nepal,Wheat,2008,22252,1500,353.43,14.19,14.19
Nepal,"Almonds, in shell",2009,8182,1500,209.52,14.91,14.91
Nepal,Apples,2009,92297,1500,209.52,14.91,14.91
Nepal,Apricots,2009,63043,1500,209.52,14.91,14.91
Nepal,Areca nuts,2009,18956,1500,209.52,14.91,14.91
Nepal,Bananas,2009,155494,1500,209.52,14.91,14.91
Nepal,Barley,2009,8996,1500,209.52,14.91,14.91
Nepal,"Beans, dry",2009,7839,1500,209.52,14.91,14.91
Nepal,"Broad beans and horse beans, dry",2009,6864,1500,209.52,14.91,14.91
Nepal,Buckwheat,2009,7981,1500,209.52,14.91,14.91
Nepal,Cabbages,2009,225705,1500,209.52,14.91,14.91
Nepal,"Chick peas, dry",2009,8111,1500,209.52,14.91,14.91
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2009,13733,1500,209.52,14.91,14.91
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2009,38708,1500,209.52,14.91,14.91
Nepal,"Coconuts, in shell",2009,20169,1500,209.52,14.91,14.91
Nepal,"Coffee, green",2009,1750,1500,209.52,14.91,14.91
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2009,50000,1500,209.52,14.91,14.91
Nepal,"Ginger, raw",2009,113011,1500,209.52,14.91,14.91
Nepal,Green garlic,2009,68122,1500,209.52,14.91,14.91
Nepal,"Jute, raw or retted",2009,15121,1500,209.52,14.91,14.91
Nepal,Lemons and limes,2009,66373,1500,209.52,14.91,14.91
Nepal,"Lentils, dry",2009,8037,1500,209.52,14.91,14.91
Nepal,Lettuce and chicory,2009,61728,1500,209.52,14.91,14.91
Nepal,Linseed,2009,5433,1500,209.52,14.91,14.91
Nepal,Maize (corn),2009,22054,1500,209.52,14.91,14.91
Nepal,"Mangoes, guavas and mangosteens",2009,74851,1500,209.52,14.91,14.91
Nepal,Millet,2009,11008,1500,209.52,14.91,14.91
Nepal,Mustard seed,2009,7471,1500,209.52,14.91,14.91
Nepal,"Nutmeg, mace, cardamoms, raw",2009,5939,1500,209.52,14.91,14.91
Nepal,Oranges,2009,127339,1500,209.52,14.91,14.91
Nepal,"Other beans, green",2009,25000,1500,209.52,14.91,14.91
Nepal,"Other citrus fruit, n.e.c.",2009,62569,1500,209.52,14.91,14.91
Nepal,"Other fruits, n.e.c.",2009,99762,1500,209.52,14.91,14.91
Nepal,Other pulses n.e.c.,2009,8556,1500,209.52,14.91,14.91
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2009,70948,1500,209.52,14.91,14.91
Nepal,"Other vegetables, fresh n.e.c.",2009,122334,1500,209.52,14.91,14.91
Nepal,Papayas,2009,142044,1500,209.52,14.91,14.91
Nepal,Peaches and nectarines,2009,68809,1500,209.52,14.91,14.91
Nepal,Pears,2009,118513,1500,209.52,14.91,14.91
Nepal,Persimmons,2009,57912,1500,209.52,14.91,14.91
Nepal,"Pigeon peas, dry",2009,8692,1500,209.52,14.91,14.91
Nepal,Pineapples,2009,141773,1500,209.52,14.91,14.91
Nepal,Plums and sloes,2009,70153,1500,209.52,14.91,14.91
Nepal,Potatoes,2009,133263,1500,209.52,14.91,14.91
Nepal,Rice,2009,27164,1500,209.52,14.91,14.91
Nepal,"Seed cotton, unginned",2009,5900,1500,209.52,14.91,14.91
Nepal,Soya beans,2009,9139,1500,209.52,14.91,14.91
Nepal,Sugar cane,2009,405227,1500,209.52,14.91,14.91
Nepal,"Tangerines, mandarins, clementines",2009,119112,1500,209.52,14.91,14.91
Nepal,Tea leaves,2009,41871,1500,209.52,14.91,14.91
Nepal,Unmanufactured tobacco,2009,9823,1500,209.52,14.91,14.91
Nepal,"Walnuts, in shell",2009,40487,1500,209.52,14.91,14.91
Nepal,Wheat,2009,19338,1500,209.52,14.91,14.91
Nepal,"Almonds, in shell",2010,7273,1500,332.01,14.94,14.94
Nepal,Apples,2010,92581,1500,332.01,14.94,14.94
Nepal,Apricots,2010,59925,1500,332.01,14.94,14.94
Nepal,Areca nuts,2010,18843,1500,332.01,14.94,14.94
Nepal,Bananas,2010,156618,1500,332.01,14.94,14.94
Nepal,Barley,2010,10371,1500,332.01,14.94,14.94
Nepal,"Beans, dry",2010,7896,1500,332.01,14.94,14.94
Nepal,"Broad beans and horse beans, dry",2010,6915,1500,332.01,14.94,14.94
Nepal,Buckwheat,2010,8000,1500,332.01,14.94,14.94
Nepal,Cabbages,2010,240662,1500,332.01,14.94,14.94
Nepal,Cauliflowers and broccoli,2010,170139,1500,332.01,14.94,14.94
Nepal,"Chick peas, dry",2010,8170,1500,332.01,14.94,14.94
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2010,15887,1500,332.01,14.94,14.94
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2010,41777,1500,332.01,14.94,14.94
Nepal,"Coconuts, in shell",2010,20114,1500,332.01,14.94,14.94
Nepal,"Coffee, green",2010,1861,1500,332.01,14.94,14.94
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2010,50498,1500,332.01,14.94,14.94
Nepal,"Ginger, raw",2010,116839,1500,332.01,14.94,14.94
Nepal,Green garlic,2010,73373,1500,332.01,14.94,14.94
Nepal,"Jute, raw or retted",2010,16000,1500,332.01,14.94,14.94
Nepal,Lemons and limes,2010,80985,1500,332.01,14.94,14.94
Nepal,"Lentils, dry",2010,8096,1500,332.01,14.94,14.94
Nepal,Lettuce and chicory,2010,59974,1500,332.01,14.94,14.94
Nepal,Linseed,2010,5818,1500,332.01,14.94,14.94
Nepal,Maize (corn),2010,21186,1500,332.01,14.94,14.94
Nepal,"Mangoes, guavas and mangosteens",2010,76387,1500,332.01,14.94,14.94
Nepal,Millet,2010,11157,1500,332.01,14.94,14.94
Nepal,Mustard seed,2010,7810,1500,332.01,14.94,14.94
Nepal,"Nutmeg, mace, cardamoms, raw",2010,4446,1500,332.01,14.94,14.94
Nepal,Oranges,2010,127217,1500,332.01,14.94,14.94
Nepal,"Other beans, green",2010,25455,1500,332.01,14.94,14.94
Nepal,"Other citrus fruit, n.e.c.",2010,62555,1500,332.01,14.94,14.94
Nepal,"Other fruits, n.e.c.",2010,99965,1500,332.01,14.94,14.94
Nepal,Other pulses n.e.c.,2010,8619,1500,332.01,14.94,14.94
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2010,71172,1500,332.01,14.94,14.94
Nepal,"Other vegetables, fresh n.e.c.",2010,127769,1500,332.01,14.94,14.94
Nepal,Papayas,2010,140479,1500,332.01,14.94,14.94
Nepal,Peaches and nectarines,2010,68809,1500,332.01,14.94,14.94
Nepal,Pears,2010,118690,1500,332.01,14.94,14.94
Nepal,Persimmons,2010,56098,1500,332.01,14.94,14.94
Nepal,"Pigeon peas, dry",2010,8756,1500,332.01,14.94,14.94
Nepal,Pineapples,2010,142274,1500,332.01,14.94,14.94
Nepal,Plums and sloes,2010,70229,1500,332.01,14.94,14.94
Nepal,Potatoes,2010,135841,1500,332.01,14.94,14.94
Nepal,Rice,2010,29805,1500,332.01,14.94,14.94
Nepal,"Seed cotton, unginned",2010,9008,1500,332.01,14.94,14.94
Nepal,Soya beans,2010,9206,1500,332.01,14.94,14.94
Nepal,Sugar cane,2010,425000,1500,332.01,14.94,14.94
Nepal,"Tangerines, mandarins, clementines",2010,119772,1500,332.01,14.94,14.94
Nepal,Tea leaves,2010,42039,1500,332.01,14.94,14.94
Nepal,Unmanufactured tobacco,2010,9830,1500,332.01,14.94,14.94
Nepal,"Walnuts, in shell",2010,40589,1500,332.01,14.94,14.94
Nepal,Wheat,2010,21289,1500,332.01,14.94,14.94
Nepal,"Almonds, in shell",2011,5000,1500,342.92,14.21,14.21
Nepal,Apples,2011,84596,1500,342.92,14.21,14.21
Nepal,Apricots,2011,59571,1500,342.92,14.21,14.21
Nepal,Areca nuts,2011,28243,1500,342.92,14.21,14.21
Nepal,Bananas,2011,152330,1500,342.92,14.21,14.21
Nepal,Barley,2011,10625,1500,342.92,14.21,14.21
Nepal,"Beans, dry",2011,8187,1500,342.92,14.21,14.21
Nepal,"Broad beans and horse beans, dry",2011,7351,1500,342.92,14.21,14.21
Nepal,Buckwheat,2011,8580,1500,342.92,14.21,14.21
Nepal,Cabbages,2011,251809,1500,342.92,14.21,14.21
Nepal,Cauliflowers and broccoli,2011,170068,1500,342.92,14.21,14.21
Nepal,"Chick peas, dry",2011,8911,1500,342.92,14.21,14.21
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2011,17509,1500,342.92,14.21,14.21
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2011,42846,1500,342.92,14.21,14.21
Nepal,"Coconuts, in shell",2011,16680,1500,342.92,14.21,14.21
Nepal,"Coffee, green",2011,2295,1500,342.92,14.21,14.21
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2011,50968,1500,342.92,14.21,14.21
Nepal,"Ginger, raw",2011,113353,1500,342.92,14.21,14.21
Nepal,Green garlic,2011,71337,1500,342.92,14.21,14.21
Nepal,"Jute, raw or retted",2011,13655,1500,342.92,14.21,14.21
Nepal,Lemons and limes,2011,75964,1500,342.92,14.21,14.21
Nepal,"Lentils, dry",2011,9965,1500,342.92,14.21,14.21
Nepal,Lettuce and chicory,2011,60000,1500,342.92,14.21,14.21
Nepal,Linseed,2011,5756,1500,342.92,14.21,14.21
Nepal,Maize (corn),2011,22814,1500,342.92,14.21,14.21
Nepal,"Mangoes, guavas and mangosteens",2011,86739,1500,342.92,14.21,14.21
Nepal,Millet,2011,11218,1500,342.92,14.21,14.21
Nepal,Mustard seed,2011,8244,1500,342.92,14.21,14.21
Nepal,"Nutmeg, mace, cardamoms, raw",2011,4384,1500,342.92,14.21,14.21
Nepal,Oranges,2011,123940,1500,342.92,14.21,14.21
Nepal,"Other beans, green",2011,25000,1500,342.92,14.21,14.21
Nepal,"Other citrus fruit, n.e.c.",2011,57465,1500,342.92,14.21,14.21
Nepal,"Other fruits, n.e.c.",2011,100293,1500,342.92,14.21,14.21
Nepal,Other pulses n.e.c.,2011,9115,1500,342.92,14.21,14.21
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2011,71398,1500,342.92,14.21,14.21
Nepal,"Other vegetables, fresh n.e.c.",2011,131239,1500,342.92,14.21,14.21
Nepal,Papayas,2011,135279,1500,342.92,14.21,14.21
Nepal,Peaches and nectarines,2011,68885,1500,342.92,14.21,14.21
Nepal,Pears,2011,102502,1500,342.92,14.21,14.21
Nepal,Persimmons,2011,73136,1500,342.92,14.21,14.21
Nepal,"Pigeon peas, dry",2011,8075,1500,342.92,14.21,14.21
Nepal,Pineapples,2011,121655,1500,342.92,14.21,14.21
Nepal,Plums and sloes,2011,71040,1500,342.92,14.21,14.21
Nepal,Potatoes,2011,137352,1500,342.92,14.21,14.21
Nepal,Rice,2011,33120,1500,342.92,14.21,14.21
Nepal,"Seed cotton, unginned",2011,10000,1500,342.92,14.21,14.21
Nepal,Soya beans,2011,9659,1500,342.92,14.21,14.21
Nepal,Sugar cane,2011,431478,1500,342.92,14.21,14.21
Nepal,"Tangerines, mandarins, clementines",2011,120361,1500,342.92,14.21,14.21
Nepal,Tea leaves,2011,43551,1500,342.92,14.21,14.21
Nepal,Unmanufactured tobacco,2011,10907,1500,342.92,14.21,14.21
Nepal,"Walnuts, in shell",2011,35495,1500,342.92,14.21,14.21
Nepal,Wheat,2011,22747,1500,342.92,14.21,14.21
Nepal,"Almonds, in shell",2012,3944,1500,410.32,14.1,14.1
Nepal,Apples,2012,86264,1500,410.32,14.1,14.1
Nepal,Apricots,2012,62092,1500,410.32,14.1,14.1
Nepal,Areca nuts,2012,26563,1500,410.32,14.1,14.1
Nepal,Bananas,2012,152295,1500,410.32,14.1,14.1
Nepal,Barley,2012,12454,1500,410.32,14.1,14.1
Nepal,"Beans, dry",2012,8176,1500,410.32,14.1,14.1
Nepal,"Broad beans and horse beans, dry",2012,7442,1500,410.32,14.1,14.1
Nepal,Buckwheat,2012,9692,1500,410.32,14.1,14.1
Nepal,Cabbages,2012,266667,1500,410.32,14.1,14.1
Nepal,Cauliflowers and broccoli,2012,180292,1500,410.32,14.1,14.1
Nepal,"Chick peas, dry",2012,8949,1500,410.32,14.1,14.1
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2012,7692,1500,410.32,14.1,14.1
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2012,40994,1500,410.32,14.1,14.1
Nepal,"Coconuts, in shell",2012,20048,1500,410.32,14.1,14.1
Nepal,"Coffee, green",2012,2388,1500,410.32,14.1,14.1
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2012,52000,1500,410.32,14.1,14.1
Nepal,"Ginger, raw",2012,125991,1500,410.32,14.1,14.1
Nepal,Green garlic,2012,68736,1500,410.32,14.1,14.1
Nepal,"Jute, raw or retted",2012,13685,1500,410.32,14.1,14.1
Nepal,Lemons and limes,2012,76960,1500,410.32,14.1,14.1
Nepal,"Lentils, dry",2012,10028,1500,410.32,14.1,14.1
Nepal,Lettuce and chicory,2012,60026,1500,410.32,14.1,14.1
Nepal,Linseed,2012,6710,1500,410.32,14.1,14.1
Nepal,Maize (corn),2012,25011,1500,410.32,14.1,14.1
Nepal,"Mangoes, guavas and mangosteens",2012,102049,1500,410.32,14.1,14.1
Nepal,Millet,2012,11332,1500,410.32,14.1,14.1
Nepal,Mustard seed,2012,8443,1500,410.32,14.1,14.1
Nepal,"Nutmeg, mace, cardamoms, raw",2012,5166,1500,410.32,14.1,14.1
Nepal,Oranges,2012,95881,1500,410.32,14.1,14.1
Nepal,"Other beans, green",2012,25714,1500,410.32,14.1,14.1
Nepal,"Other citrus fruit, n.e.c.",2012,58395,1500,410.32,14.1,14.1
Nepal,"Other fruits, n.e.c.",2012,101721,1500,410.32,14.1,14.1
Nepal,"Other oil seeds, n.e.c.",2012,7990,1500,410.32,14.1,14.1
Nepal,Other pulses n.e.c.,2012,9151,1500,410.32,14.1,14.1
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2012,72414,1500,410.32,14.1,14.1
Nepal,"Other vegetables, fresh n.e.c.",2012,134625,1500,410.32,14.1,14.1
Nepal,Papayas,2012,163969,1500,410.32,14.1,14.1
Nepal,Peaches and nectarines,2012,67902,1500,410.32,14.1,14.1
Nepal,Pears,2012,105098,1500,410.32,14.1,14.1
Nepal,Persimmons,2012,79716,1500,410.32,14.1,14.1
Nepal,"Pigeon peas, dry",2012,8060,1500,410.32,14.1,14.1
Nepal,Pineapples,2012,139444,1500,410.32,14.1,14.1
Nepal,Plums and sloes,2012,69204,1500,410.32,14.1,14.1
Nepal,Potatoes,2012,135837,1500,410.32,14.1,14.1
Nepal,Rice,2012,31709,1500,410.32,14.1,14.1
Nepal,"Seed cotton, unginned",2012,9852,1500,410.32,14.1,14.1
Nepal,Soya beans,2012,9654,1500,410.32,14.1,14.1
Nepal,Sugar cane,2012,454468,1500,410.32,14.1,14.1
Nepal,"Tangerines, mandarins, clementines",2012,108868,1500,410.32,14.1,14.1
Nepal,Tea leaves,2012,44631,1500,410.32,14.1,14.1
Nepal,Unmanufactured tobacco,2012,13508,1500,410.32,14.1,14.1
